"Laboratory Name","Lab Id","User Name",Mobile,Email,State,District,Disciplines,"Certificate No","Date of Issue","Date of Expiry",Address,"Pin Code"
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - SANDHAPETTAI
",M(EL)T-01082,NABLBCL004285,8489069069,dphl.dharmapuri@gmail.com,"Tamil Nadu",DHARMAPURI,"Clinical Biochemistry",NABL-M(EL)T-00849,"2023-10-16 00:00:00","26-10-16 00:00:00","Dharmapuri Block, Dharmapuri District, Tamil Nadu - 636701, India
",636701
"GOVERNMENT PRIMARY HEALTH CENTRE - KOTHAMANGALAM 
",M(EL)T-01045,NABLBCL004312,9698735915,kothamangalamphc@gmail.com,"Tamil Nadu",PUDUKKOTTAI,"Clinical Biochemistry",NABL-M(EL)T-00850,"2023-10-16 00:00:00","26-10-16 00:00:00","Thiruvarankulam Block, Pudukkottai District, Tamil Nadu - 614624, India
",614624
"GOVERNMENT PRIMARY HEALTH CENTRE - VADAKUPALAYAM
",M(EL)T-02026,NABLBCL004350,9942577653,VADAKKUPALAYAMPHC@GMAIL.COM,"Tamil Nadu",KARUR,"Clinical Biochemistry",NABL-M(EL)T-00851,"2023-10-16 00:00:00","26-10-16 00:00:00","Thanthoni Block, Karur District, Tamil Nadu - 639114, India
",639004
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - THOGAIMALAI
",M(EL)T-02195,NABLBCL004357,7667548144,thogaimalaiphc@gmail.com,"Tamil Nadu",KARUR,"Clinical Biochemistry",NABL-M(EL)T-00852,"2023-10-16 00:00:00","26-10-16 00:00:00","Thogamalai Block, Karur District, Tamil Nadu - 621313, India
",621313
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - SILLATHUR
",M(EL)T-01441,NABLBCL004370,9789474460,sillathurphc@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00853,"2023-10-16 00:00:00","26-10-16 00:00:00","Thiruvonam Block, Thanjavur District, Tamil Nadu - 614902, India
",614902
"GOVERNMENT PRIMARY HEALTH CENTRE - KANNIVADI
",M(EL)T-01174,NABLBCL004402,9884891075,senthil.pudur@gmail.com,"Tamil Nadu",TIRUPPUR,"Clinical Biochemistry",NABL-M(EL)T-00854,"2023-10-16 00:00:00","26-10-16 00:00:00","Mulanur Block, Tiruppur District, Tamil Nadu - 638667, India
",639202
"GOVERNMENT PRIMARY HEALTH CENTRE - ATHANUR
",M(EL)T-01404,NABLBCL004404,9677952771,athanurphc@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00855,"2023-10-16 00:00:00","26-10-16 00:00:00","Papanasam Block, Thanjavur District, Tamil Nadu - 612301, India
",612301
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - NAGALAPURAM
",M(EL)T-01986,NABLBCL004405,9080017795,officenagalapuramphc@gmail.com,"Tamil Nadu",TUTICORIN,"Clinical Biochemistry",NABL-M(EL)T-00856,"2023-10-16 00:00:00","26-10-16 00:00:00","Pudur Block, Tuticorin District, Tamil Nadu - 628904, India
",628904
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE- KILLIYOOR
",M(EL)T-01041,NABLBCL004437,7418849668,psutha936@gmail.com,"Tamil Nadu",KANNIYAKUMARI,"Clinical Biochemistry",NABL-M(EL)T-00857,"2023-10-16 00:00:00","26-10-16 00:00:00","Killiyoor Block, Kanniyakumari District, Tamil Nadu - 629157, India
",629157
"GOVERNMENT PRIMARY HEALTH CENTRE - VADASERI
",M(EL)T-01620,NABLBCL004449,9345062033,vadaseriphc@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00858,"2023-10-16 00:00:00","26-10-16 00:00:00","Orathanadu Block, Thanjavur  District, Tamil Nadu - 614905, India

",614905
"GOVERNMENT PRIMARY HEALTH CENTRE - PANDARAVADAI 
",M(EL)T-01625,NABLBCL004454,9487075966,pandaravadaiphc672@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00859,"2023-10-16 00:00:00","26-10-16 00:00:00","Papanasam Block, Thanjavur District, Tamil Nadu - 614204, India
",614204
"GOVERNMENT PRIMARY HEALTH CENTRE - NAGATHI
",M(EL)T-01614,NABLBCL004462,9042113349,phcnagathi.phc@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00860,"2023-10-16 00:00:00","26-10-16 00:00:00","Thanjavur Block, Thanjavur District, Tamil Nadu - 613205, India
",613205
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - USILAMPATTI
",M(EL)T-01952,NABLBCL004465,6382385523,uphcusilai@gmail.com,"Tamil Nadu",MADURAI,"Clinical Biochemistry",NABL-M(EL)T-00861,"2023-10-16 00:00:00","26-10-16 00:00:00","Usilampatti Block, Madurai District, Tamil Nadu - 625532, India
",625532
"GOVERNMENT PRIMARY HEALTH CENTRE - MINNUR
",M(EL)T-01526,NABLBCL004518,6374351139,phcminnur@gmail.com,"Tamil Nadu",VELLORE,"Clinical Biochemistry",NABL-M(EL)T-00862,"2023-10-16 00:00:00","26-10-16 00:00:00","Madhanur Block, Thirupathur District, Tamil Nadu - 635807, India
",635807
"GOVERNMENT PRIMARY HEALTH CENTRE - OKKANADUKEELAIYUR
",M(EL)T-00995,NABLBCL004554,9751767866,phcokkanadu@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00863,"2023-10-16 00:00:00","26-10-16 00:00:00","Orathanadu Block, Thanjavur District, Tamil Nadu - 614905, India
",614625
"GOVERNMENT PRIMARY HEALTH CENTRE - VALAYAPATTI

",M(EL)T-02001,NABLBCL004623,9976150446,valayappattiphc@gmail.com,"Tamil Nadu",KARUR,"Clinical Biochemistry",NABL-M(EL)T-00864,"2023-10-16 00:00:00","26-10-16 00:00:00","Kulithalai Block, Karur District, Tamil Nadu - 639107, India
",639107
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - PANAGUDI
",M(EL)T-01169,NABLBCL004632,9865242475,panagudilab123@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-00865,"2023-10-16 00:00:00","26-10-16 00:00:00","Valliyoor Block, Tirunelveli District, Tamil Nadu - 627109, India
",627109
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - BOJANAPURAM
",M(EL)T-01048,NABLBCL004654,6380744092,sarathmadhu0504@gmail.com,"Tamil Nadu",VELLORE,"Clinical Biochemistry",NABL-M(EL)T-00866,"2023-10-16 00:00:00","26-10-16 00:00:00","Gudiyatham Block, Vellore District, Tamil Nadu - 635806, India
",635813
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - KOMMANANDHAL
",M(EL)T-01491,NABLBCL004664,9080045354,tvm-knandhal.tnphc@nic.in,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-00867,"2023-10-16 00:00:00","26-10-16 00:00:00","Kommanandhal Block, Thiruvannamalai District, Tamil Nadu - 606904, India
",606904
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - SAYALKUDI
",M(EL)T-01476,NABLBCL004678,9791587137,bmosayalkudi@gmail.com,"Tamil Nadu",RAMANATHAPURAM,"Clinical Biochemistry",NABL-M(EL)T-00868,"2023-10-16 00:00:00","26-10-16 00:00:00","Kadaladi Block, Ramanathapuram District, Tamil Nadu - 623120, India
",623120
"GOVERNMENT PRIMARY HEALTH CENTRE - VEERAMANGUDI
",M(EL)T-01599,NABLBCL004698,9597843717,phcveeramangudi@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00869,"2023-10-16 00:00:00","26-10-16 00:00:00","Papanasam Block, Thanjavur District, Tamil Nadu - 613204, India
",613204
"GOVERNMENT PRIMARY HEALTH CENTRE - PERUMPARAI
",M(EL)T-01068,NABLBCL004752,9842107103,PHCpeai@gmail.com,"Tamil Nadu",DINDIGUL,"Clinical Biochemistry",NABL-M(EL)T-00870,"2023-10-16 00:00:00","26-10-16 00:00:00","Athoor  Block, Dindigul District, Tamil Nadu - 624212, India
",624212
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - VADAKARAI KILPIDAGAI
",M(EL)T-01111,NABLBCL004757,8012718899,skk-vkpdagai.tnphc@nic.in,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-00871,"2023-10-16 00:00:00","26-10-16 00:00:00","Tenkasi Block, Tenkasi District, Tamil Nadu - 627812, India
",627812
"GOVERNMENT PRIMARY HEALTH CENTRE - REDDIYAPATTI
",M(EL)T-01280,NABLBCL004776,9445833493,mophcreddiyapatti@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-00872,"2023-10-16 00:00:00","26-10-16 00:00:00","Karivalam Vantha Nallur Block, Tenkasi District, Tamil Nadu - 627753, India
",627753
"GOVERNMENT PRIMARY HEALTH CENTRE - MANJUR
",M(EL)T-01395,NABLBCL004792,9840759505,harsumithra111@gmail.com,"Tamil Nadu",RAMANATHAPURAM,"Clinical Biochemistry",NABL-M(EL)T-00873,"2023-10-16 00:00:00","26-10-16 00:00:00","Bogalur Block, Ramanathapuram District, Tamil Nadu - 623707, India
",623707
"GOVERNMENT PRIMARY HEALTH CENTRE - ARUVANGADU
",M(EL)T-01765,NABLBCL004831,9659138038,aravankaduphc@gmail.com,"Tamil Nadu","THE NILGIRIS","Clinical Biochemistry",NABL-M(EL)T-00874,"2023-10-16 00:00:00","26-10-16 00:00:00","Coonoor Block, The Nilgiris, Tamil Nadu-643102, India
",643202
"GOVERNMENT PRIMARY HEALTH CENTRE - NOOLAHALLI
",M(EL)T-01107,NABLBCL004883,8098186636,dphl.dharmapuri@gmail.com,"Tamil Nadu",DHARMAPURI,"Clinical Biochemistry",NABL-M(EL)T-00875,"2023-10-16 00:00:00","26-10-16 00:00:00","Dharmapuri Block, Dharmapuri District, Tamil Nadu - 636704, India
",636813
"GOVERNMENT PRIMARY HEALTH CENTRE - VADAKKUPUTHUR
",M(EL)T-01184,NABLBCL004946,9791083130,vadakuputhurlab2023@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-00876,"2023-10-16 00:00:00","26-10-16 00:00:00","Karivalam Vantha Nallur Block, Tenkasi District, Tamil Nadu - 627756, India
",627756
"GOVERNMENT PRIMARY HEALTH CENTRE - PARAMANANDAL 
",M(EL)T-01546,NABLBCL004956,9688338601,ddcvenugopal@gmail.com,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-00877,"2023-10-16 00:00:00","26-10-16 00:00:00","Melpallipattu Block, Thiruvannamalai District, Tamil Nadu - 606710, India
",6060710
"GOVERNMENT PRIMARY HEALTH CENTRE - ADIANNAMALAI 
",M(EL)T-01205,NABLBCL005029,8124386898,phc_adiannamalai@yahoo.com,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-00878,"2023-10-16 00:00:00","26-10-16 00:00:00","Kattampoondi Block, Tiruvannamalai District, Tamil Nadu - 606604, India
",606604
"GOVERNMENT PRIMARY HEALTH CENTRE - VELLALAPATTI
",M(EL)T-02115,NABLBCL005194,7402454949,jeevasenthilnathan2@gmail.com,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-00879,"2023-10-16 00:00:00","26-10-16 00:00:00","Omalur Block, Salem District, Tamil Nadu - 636012, India
",636013
"GOVERNMENT PRIMARY HEALTH CENTRE - KPUDUKOTTAI
",M(EL)T-01486,NABLBCL005206,9840436879,praphu170385@gmail.com,"Tamil Nadu",DINDIGUL,"Clinical Biochemistry",NABL-M(EL)T-00880,"2023-10-16 00:00:00","26-10-16 00:00:00","Reddiarchatram  Block, Dindigul District, Tamil Nadu - 624622, India
",624622
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE- KOTHANALLOOR
",M(EL)T-01076,NABLBCL005365,9788688849,phcKothanallur@gmail.com,"Tamil Nadu",KANNIYAKUMARI,"Clinical Biochemistry",NABL-M(EL)T-00881,"2023-10-16 00:00:00","26-10-16 00:00:00","Thuckalai Block, Kanniyakumari District, Tamil Nadu - 629166, India
",629166
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - MALAIYUR 
",M(EL)T-01096,NABLBCL005498,9842435195,bmomalaiyur@gmail.com,"Tamil Nadu",PUDUKKOTTAI,"Clinical Biochemistry",NABL-M(EL)T-00882,"2023-10-16 00:00:00","26-10-16 00:00:00","Karambakudi Block, Pudukkottai District, Tamil Nadu - 622301, India
",622301
"GOVERNMENT PRIMARY HEALTH CENTRE - 24 VEERAPANDI
",M(EL)T-01064,NABLBCL005725,7639226800,lakshmiramu145@gmail.com,"Tamil Nadu",COIMBATORE,"Clinical Biochemistry",NABL-M(EL)T-00883,"2023-10-16 00:00:00","26-10-16 00:00:00","PN Palayam Block, Coimbatore District, Tamil Nadu - 641108, India
",641108
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - SATHUVACHARI
",M(EL)T-01797,NABLBCL006544,7601873710,sathuvachariuphc@gmail.com,"Tamil Nadu",VELLORE,"Clinical Biochemistry",NABL-M(EL)T-00884,"2023-10-16 00:00:00","26-10-16 00:00:00","Vellore Corporation, Vellore District, Tamil Nadu - 632009, India
",632001
"GOVERNMENT PRIMARY HEALTH CENTRE - GOODANAGARAM
",M(EL)T-01837,NABLBCL006553,9894919891,tptgnagaram.tnphc@gmail.com,"Tamil Nadu",VELLORE,"Clinical Biochemistry",NABL-M(EL)T-00885,"2023-10-16 00:00:00","26-10-16 00:00:00","Gudiyatham Block, Vellore District, Tamil Nadu - 632602, India
",635806
"GOVERNMENT PRIMARY HEALTH CENTRE - SEKKODI
",M(EL)T-01148,NABLBCL004117,6381405342,dphl.dharmapuri@gmail.com,"Tamil Nadu",DHARMAPURI,"Clinical Biochemistry",NABL-M(EL)T-00886,"2023-10-16 00:00:00","26-10-16 00:00:00","Palacode Block, Dharmapuri District, Tamil Nadu - 636809, India
",636809
"GOVERNMENT PRIMARY HEALTH CENTRE - BELRAMPATTI
",M(EL)T-01225,NABLBCL004111,9095783978,dphl.dharmapuri@gmail.com,"Tamil Nadu",DHARMAPURI,"Clinical Biochemistry",NABL-M(EL)T-00887,"2023-10-16 00:00:00","26-10-16 00:00:00","Palacode Block, Dharmapuri District, Tamil Nadu - 636808, India
",636808
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - PONGALUR
",M(EL)T-01143,NABLBCL004092,9842392958,tpr-pongalur.tnphc@nic.in,"Tamil Nadu",TIRUPPUR,"Clinical Biochemistry",NABL-M(EL)T-00888,"2023-10-16 00:00:00","26-10-16 00:00:00","Pongalur Block, Tiruppur District, Tamil Nadu - 641667, India
",641667
"GOVERNMENT PRIMARY HEALTH CENTRE - KALAPPAL
",M(EL)T-01133,NABLBCL004086,9942120116,phckalappal@gmail.com,"Tamil Nadu",THIRUVARUR,"Clinical Biochemistry",NABL-M(EL)T-00889,"2023-10-16 00:00:00","26-10-16 00:00:00","Kottur Block, Thiruvarur District, Tamil Nadu - 614710, India
",614710
"GOVERNMENT PRIMARY HEALTH CENTRE - KRISHNAPERI
",M(EL)T-01904,NABLBCL004084,9787426764,baraniyabarani8@gmail.com,"Tamil Nadu",VIRUDHUNAGAR,"Clinical Biochemistry",NABL-M(EL)T-00890,"2023-10-16 00:00:00","26-10-16 00:00:00","Sivakasi Block, Virudhunagar District, Tamil Nadu - 626141, India
",626141
"GOVERNMENT PRIMARY HEALTH CENTRE - PULIKARAI
",M(EL)T-01198,NABLBCL004083,9092607891,dphl.dharmapuri@gmail.com,"Tamil Nadu",DHARMAPURI,"Clinical Biochemistry",NABL-M(EL)T-00891,"2023-10-16 00:00:00","26-10-16 00:00:00","Palacode Block, Dharmapuri District, Tamil Nadu - 636808, India
",636808
"GOVERNMENT PRIMARY HEALTH CENTRE - SHOLAVARAM
",M(EL)T-01039,NABLBCL004082,9080486292,sholavaramphc14@gmail.com,"Tamil Nadu",VELLORE,"Clinical Biochemistry",NABL-M(EL)T-00892,"2023-10-16 00:00:00","26-10-16 00:00:00","Kaniyambadi Block, Vellore District, Tamil Nadu - 632113, India
",632113
"GOVERNMENT PRIMARY HEALTH CENTRE - CHOKKANATHANPUTHUR
",M(EL)T-01356,NABLBCL004079,8248672244,chokkanathanputhurphc@gmail.com,"Tamil Nadu",VIRUDHUNAGAR,"Clinical Biochemistry",NABL-M(EL)T-00893,"2023-10-16 00:00:00","26-10-16 00:00:00","Rajapalayam Block, Virudhunagar District, Tamil Nadu - 626121, India
",626121
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - MARANDAHALLI
",M(EL)T-01097,NABLBCL004075,8778459048,dphl.dharmapuri@gmail.com,"Tamil Nadu",DHARMAPURI,"Clinical Biochemistry",NABL-M(EL)T-00894,"2023-10-16 00:00:00","26-10-16 00:00:00","Palacode Block, Dharmapuri District, Tamil Nadu - 636806, India.
",636806
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - SANGENTHI EDAIYUR
",M(EL)T-01254,NABLBCL003924,9698943246,phcsedaiyur@gmail.com,"Tamil Nadu",THIRUVARUR,"Clinical Biochemistry",NABL-M(EL)T-00895,"2023-10-17 00:00:00","26-10-17 00:00:00","Muthuppettai Block, Thiruvarur District, Tamil Nadu - 614702, India
",614702
"GOVERNMENT PRIMARY HEALTH CENTRE - URMELALAGIAN 
",M(EL)T-01156,NABLBCL004806,9042210750,idrisameena221@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-00896,"2023-10-17 00:00:00","26-10-17 00:00:00","Chokkampatti Block, Tenkasi District, Tamil Nadu - 627852, India
",627852
"GOVERNMENT PRIMARY HEALTH CENTRE - VAIYAPPAMALAI
",M(EL)T-01813,NABLBCL004314,8012502138,phcvmalai2@gmail.com,"Tamil Nadu",NAMAKKAL,"Clinical Biochemistry",NABL-M(EL)T-00897,"2023-10-17 00:00:00","26-10-17 00:00:00","Mallasamudram Block, Namakkal District, Tamil Nadu - 637410, India
",637410
"GOVERNMENT PRIMARY HEALTH CENTRE - KOTTUR
",M(EL)T-02680,NABLBCL004821,9488580097,rkdevikavi@gmail.com,"Tamil Nadu",THENI,"Clinical Biochemistry",NABL-M(EL)T-00898,"2023-10-17 00:00:00","26-10-17 00:00:00","Veerapandi Block, Theni District, Tamil Nadu - 625517, India
",625534
"GOVERNMENT PRIMARY HEALTH CENTRE - ATHANUR
",M(EL)T-02148,NABLBCL004334,8680000107,yuvarajam705@gmail.com,"Tamil Nadu",NAMAKKAL,"Clinical Biochemistry",NABL-M(EL)T-00899,"2023-10-17 00:00:00","26-10-17 00:00:00","Vennandhur Block, Namakkal District, Tamil Nadu - 636301, India
",636301
"GOVERNMENT PRIMARY HEALTH CENTRE - KOTHAMBADI
",M(EL)T-02091,NABLBCL004961,9385894231,gowtha4567@gmail.com,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-00900,"2023-10-17 00:00:00","26-10-17 00:00:00","Attur Block, Salem District, Tamil Nadu - 636109, India
",636109
"GOVERNMENT PRIMARY HEALTH CENTRE - UNICHETTY
",M(EL)T-02626,NABLBCL005026,6381914880,unichetty@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-00901,"2023-10-17 00:00:00","26-10-17 00:00:00","Kelamangalam Block, Krishnagiri District, Tamil Nadu - 635107, India
",635107
"GOVERNMENT PRIMARY HEALTH CENTRE - PINNAVASAL 
",M(EL)T-01692,NABLBCL004567,8489314917,pinnavasalphc2014@Gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00902,"2023-10-17 00:00:00","26-10-17 00:00:00","Peravurani Block, Thanjavur District, Tamil Nadu - 614804, India
",614804
"GOVERNMENT PRIMARY HEALTH CENTRE - THUMMANATTY
",M(EL)T-01157,NABLBCL004599,9952074678,vadivel00783@gmail.com,"Tamil Nadu","THE NILGIRIS","Clinical Biochemistry",NABL-M(EL)T-00903,"2023-10-17 00:00:00","26-10-17 00:00:00","Ooty Block, The Nilgiris, Tamil Nadu-643002, India
",643002
"GOVERNMENT PRIMARY HEALTH CENTRE - THUMBALPATTI
",M(EL)T-01919,NABLBCL004641,9791337110,slm-tpatti.tnphc@nic.in,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-00904,"2023-10-17 00:00:00","26-10-17 00:00:00","Panamarathupatti Block, Salem District, Tamil Nadu - 636204, India
",636204
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - AGATHIYAR
",M(EL)T-01995,NABLBCL004657,7339442066,auphc2017@gmail.com,"Tamil Nadu",ERODE,"Clinical Biochemistry",NABL-M(EL)T-00905,"2023-10-17 00:00:00","26-10-17 00:00:00","Erode Corporation, Erode District, Tamil Nadu - 638001, India
",638001
"GOVERNMENT PRIMARY HEALTH CENTRE - PANDUKUDI
",M(EL)T-02108,NABLBCL004690,9698741075,phc.pandukudi@gmail.com,"Tamil Nadu",RAMANATHAPURAM,"Clinical Biochemistry",NABL-M(EL)T-00906,"2023-10-17 00:00:00","26-10-17 00:00:00","Thiruvadanai Block, Ramanathapuram District, Tamil Nadu - 623404, India
",623404
"GOVERNMENT PRIMARY HEALTH CENTRE - KURICHI 
",M(EL)T-01698,NABLBCL004728,9585480688,phckurichi40@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00907,"2023-10-17 00:00:00","26-10-17 00:00:00","Peravurani Block, Thanjavur District, Tamil Nadu - 614602, India
",614602
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - DEVIPATTINAM
",M(EL)T-01975,NABLBCL004783,9655364572,phc.dpattinam@gmail.com,"Tamil Nadu",RAMANATHAPURAM,"Clinical Biochemistry",NABL-M(EL)T-00908,"2023-10-17 00:00:00","26-10-17 00:00:00","Ramanathapuram Block, Ramanathapuram District, Tamil Nadu - 623514, India
",623514
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - PERIYAPATTINAM
",M(EL)T-01980,NABLBCL004811,9442798815,phcppattinam@gmail.com,"Tamil Nadu",RAMANATHAPURAM,"Clinical Biochemistry",NABL-M(EL)T-00909,"2023-10-17 00:00:00","26-10-17 00:00:00","Thirupullani Block, Ramanathapuram District, Tamil Nadu - 623523, India
",623523
"GOVERNMENT PRIMARY HEALTH CENTRE - NARASINGANPETTAI 
",M(EL)T-01607,NABLBCL003583,9842880151,phcnarasinganpettai@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00910,"2023-10-17 00:00:00","26-10-17 00:00:00","Thiruvidaimaruthur Block, Thanjavur District, Tamil Nadu - 612105, India
",609802
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - MURUKKANKUDI 
",M(EL)T-01608,NABLBCL003596,6379389948,phcmurukkangudi@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00911,"2023-10-17 00:00:00","26-10-17 00:00:00","Thiruvidaimaruthur Block, Thanjavur District, Tamil Nadu - 612202, India
",612202
"GOVERNMENT PRIMARY HEALTH CENTRE - SHOLAPURAM 
",M(EL)T-01452,NABLBCL003650,8973384193,cholapuramphc@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00912,"2023-10-17 00:00:00","26-10-17 00:00:00","Kumbakonam Block, Thanjavur District, Tamil Nadu - 612503, India
",614902
"GOVERNMENT PRIMARY HEALTH CENTRE - VEPPATHUR 
",M(EL)T-01606,NABLBCL003587,7358016877,tnjphcveppathur@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00913,"2023-10-17 00:00:00","26-10-17 00:00:00","Thiruvidaimaruthur Block, Thanjavur District, Tamil Nadu - 612105, India
",612105
" GOVERNMENT PRIMARY HEALTH CENTRE - THUGILI
",M(EL)T-01646,NABLBCL003699,9944463213,phcthugili11@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00914,"2023-10-17 00:00:00","26-10-17 00:00:00","Thirupananthal Block, Thanjavur District, Tamil Nadu - 612106, India
",609804
"GOVERNMENT PRIMARY HEALTH CENTRE - VEDUKATHAMPATTI
",M(EL)T-02090,NABLBCL004843,9514688579,slm-spuram.tnphc@nic.in,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-00915,"2023-10-17 00:00:00","26-10-17 00:00:00","Salem Block, Salem District, Tamil Nadu - 636307, India
",636307
"GOVERNMENT PRIMARY HEALTH CENTRE - KATHIRAMANGALAM 
",M(EL)T-01300,NABLBCL003722,9786390729,Kathiramangalamphc@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00916,"2023-10-17 00:00:00","26-10-17 00:00:00","Thirupananthal Block, Thanjavur District, Tamil Nadu - 612106, India
",612106
"GOVERNMENT PRIMARY HEALTH CENTRE - VALASAIYUR
",M(EL)T-02255,NABLBCL004860,7667556483,sharmithanya@gmail.com,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-00917,"2023-10-17 00:00:00","26-10-17 00:00:00","Ayothiapattinam Block, Salem District, Tamil Nadu - 636122, India
",636122
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - KONULAMPALLAM 
",M(EL)T-01413,NABLBCL003765,9655067425,phckonulampallam@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00918,"2023-10-17 00:00:00","26-10-17 00:00:00","Thirupananthal Block, Thanjavur District, Tamil Nadu - 609807, India
",609807
"GOVERNMENT PRIMARY HEALTH CENTRE - NEYVELI NORTH 
",M(EL)T-01688,NABLBCL004355,9442469522,neyvelinorth77@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00919,"2023-10-17 00:00:00","26-10-17 00:00:00","Thiruvonam Block, Thanjavur District, Tamil Nadu - 614628, India
",614628
"GOVERNMENT PRIMARY HEALTH CENTRE - THANGACHIMADAM
",M(EL)T-01042,NABLBCL004410,9443904732,phc.tmadam@gmail.com,"Tamil Nadu",RAMANATHAPURAM,"Clinical Biochemistry",NABL-M(EL)T-00920,"2023-10-17 00:00:00","26-10-17 00:00:00","Mandapam Block, Ramanathapuram District, Tamil Nadu - 623529, India
",623529
"GOVERNMENT BLOCK PRIMARY  HEALTH CENTRE - VALLAM
",M(EL)T-01080,NABLBCL004469,9750047378,phcvallam@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00921,"2023-10-17 00:00:00","26-10-17 00:00:00","Thanjavur Blcok, Thanjavur District, Tamil Nadu - 613403, India
",613403
"GOVERNMENT PRIMARY HEALTH CENTRE - PANTHANALLUR
",M(EL)T-01657,NABLBCL003755,6380866228,phcpanthanallur@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00922,"2023-10-17 00:00:00","26-10-17 00:00:00","Thirupananthal Block, Thanjavur District, Tamil Nadu - 609807, India
",609204
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - SRINIVASAPURAM 
",M(EL)T-01061,NABLBCL004551,8667089592,mouphcsnpuram@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-00923,"2023-10-17 00:00:00","26-10-17 00:00:00","Thanjavur Corporation, Thanjavur District, Tamil Nadu - 613009, India",613009
